"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:2000116","GO:2000116","regulation of cysteine-type endopeptidase activity","4/72","235/18903",0.0123901193731806,0.0311552861089443,0.0144112373511369,"LGALS9/THBS1/CD27/CD44",4
"GO:0006911","GO:0006911","phagocytosis, engulfment","3/72","127/18903",0.0126118173788245,0.031683058078077,0.0146553643698346,"THBS1/ITGB2/CD36",3
"GO:0032956","GO:0032956","regulation of actin cytoskeleton organization","5/72","365/18903",0.0127153758648878,0.0319133334382544,0.0147618808967581,"WNT11/IL1A/EFNA5/EPHA3/NOTCH2",5
"GO:0010799","GO:0010799","regulation of peptidyl-threonine phosphorylation","2/72","45/18903",0.0127434577408567,0.0319240869455822,0.0147668550557473,"EGF/APP",2
"GO:0046636","GO:0046636","negative regulation of alpha-beta T cell activation","2/72","45/18903",0.0127434577408567,0.0319240869455822,0.0147668550557473,"TNFSF4/LGALS9",2
"GO:0046683","GO:0046683","response to organophosphorus","3/72","128/18903",0.0128797970597311,0.0322355368575172,0.0149109198089385,"IL1B/COL1A1/APP",3
"GO:0070997","GO:0070997","neuron death","5/72","368/18903",0.013134686158486,0.0328428359396253,0.0151918330120714,"TGFB2/IL10/APP/EFNB2/ITGB2",5
"GO:0006887","GO:0006887","exocytosis","5/72","369/18903",0.0132765172154742,0.0330775563693741,0.0153004056572541,"LGALS9/ITGB2/CCR2/KIT/NOTCH1",5
"GO:0010837","GO:0010837","regulation of keratinocyte proliferation","2/72","46/18903",0.013290199689223,0.0330775563693741,0.0153004056572541,"EFNB2/NOTCH2",2
"GO:0035272","GO:0035272","exocrine system development","2/72","46/18903",0.013290199689223,0.0330775563693741,0.0153004056572541,"TGFB2/EGFR",2
"GO:0055010","GO:0055010","ventricular cardiac muscle tissue morphogenesis","2/72","46/18903",0.013290199689223,0.0330775563693741,0.0153004056572541,"TGFB2/NOTCH1",2
"GO:0085029","GO:0085029","extracellular matrix assembly","2/72","46/18903",0.013290199689223,0.0330775563693741,0.0153004056572541,"COL1A2/NOTCH1",2
"GO:0010595","GO:0010595","positive regulation of endothelial cell migration","3/72","131/18903",0.0137032775099682,0.0340740440771499,0.0157613425532925,"EGF/THBS1/CD40",3
"GO:0001774","GO:0001774","microglial cell activation","2/72","47/18903",0.0138470167689541,0.0341330666591785,0.0157886441301651,"APP/ITGB2",2
"GO:0002701","GO:0002701","negative regulation of production of molecular mediator of immune response","2/72","47/18903",0.0138470167689541,0.0341330666591785,0.0157886441301651,"TGFB2/IL10",2
"GO:0006110","GO:0006110","regulation of glycolytic process","2/72","47/18903",0.0138470167689541,0.0341330666591785,0.0157886441301651,"IGF1/APP",2
"GO:0008542","GO:0008542","visual learning","2/72","47/18903",0.0138470167689541,0.0341330666591785,0.0157886441301651,"APP/KIT",2
"GO:0032369","GO:0032369","negative regulation of lipid transport","2/72","47/18903",0.0138470167689541,0.0341330666591785,0.0157886441301651,"EGF/THBS1",2
"GO:0036230","GO:0036230","granulocyte activation","2/72","47/18903",0.0138470167689541,0.0341330666591785,0.0157886441301651,"ITGB2/CCR2",2
"GO:0070849","GO:0070849","response to epidermal growth factor","2/72","47/18903",0.0138470167689541,0.0341330666591785,0.0157886441301651,"COL1A1/EGFR",2
"GO:1902622","GO:1902622","regulation of neutrophil migration","2/72","47/18903",0.0138470167689541,0.0341330666591785,0.0157886441301651,"IL1A/CD74",2
"GO:1902895","GO:1902895","positive regulation of miRNA transcription","2/72","47/18903",0.0138470167689541,0.0341330666591785,0.0157886441301651,"TGFB2/IL10",2
"GO:1901653","GO:1901653","cellular response to peptide","5/72","373/18903",0.0138542339142174,0.0341330666591785,0.0157886441301651,"IGF1/IL1B/APP/ICAM1/CD36",5
"GO:0000018","GO:0000018","regulation of DNA recombination","3/72","133/18903",0.0142686029964631,0.0350573826369143,0.0162161971590803,"IL10/TNFSF4/CD40",3
"GO:0002244","GO:0002244","hematopoietic progenitor cell differentiation","3/72","133/18903",0.0142686029964631,0.0350573826369143,0.0162161971590803,"KITLG/KIT/NOTCH1",3
"GO:0030168","GO:0030168","platelet activation","3/72","133/18903",0.0142686029964631,0.0350573826369143,0.0162161971590803,"CD40LG/FN1/CD40",3
"GO:0001974","GO:0001974","blood vessel remodeling","2/72","48/18903",0.0144138265331302,0.0351247017151574,0.0162473363760796,"JAG1/CCR2",2
"GO:0002673","GO:0002673","regulation of acute inflammatory response","2/72","48/18903",0.0144138265331302,0.0351247017151574,0.0162473363760796,"IL1B/HLA-E",2
"GO:0008038","GO:0008038","neuron recognition","2/72","48/18903",0.0144138265331302,0.0351247017151574,0.0162473363760796,"APP/EPHA3",2
"GO:0032309","GO:0032309","icosanoid secretion","2/72","48/18903",0.0144138265331302,0.0351247017151574,0.0162473363760796,"IL1A/IL1B",2
"GO:0032892","GO:0032892","positive regulation of organic acid transport","2/72","48/18903",0.0144138265331302,0.0351247017151574,0.0162473363760796,"IL1A/IL1B",2
"GO:0045581","GO:0045581","negative regulation of T cell differentiation","2/72","48/18903",0.0144138265331302,0.0351247017151574,0.0162473363760796,"TNFSF4/CD74",2
"GO:0045981","GO:0045981","positive regulation of nucleotide metabolic process","2/72","48/18903",0.0144138265331302,0.0351247017151574,0.0162473363760796,"IGF1/APP",2
"GO:1900544","GO:1900544","positive regulation of purine nucleotide metabolic process","2/72","48/18903",0.0144138265331302,0.0351247017151574,0.0162473363760796,"IGF1/APP",2
"GO:1902003","GO:1902003","regulation of amyloid-beta formation","2/72","48/18903",0.0144138265331302,0.0351247017151574,0.0162473363760796,"IGF1/EFNA1",2
"GO:0006022","GO:0006022","aminoglycan metabolic process","3/72","134/18903",0.0145561824125965,0.0354394168901965,0.0163929115144248,"EGF/IL1B/CD44",3
"GO:0042476","GO:0042476","odontogenesis","3/72","135/18903",0.0148470458531777,0.0361147996591801,0.0167053176131092,"TGFB2/COL1A1/COL1A2",3
"GO:0048066","GO:0048066","developmental pigmentation","2/72","49/18903",0.0149905470013871,0.036332102623958,0.0168058336087437,"KITLG/KIT",2
"GO:0061178","GO:0061178","regulation of insulin secretion involved in cellular response to glucose stimulus","2/72","49/18903",0.0149905470013871,0.036332102623958,0.0168058336087437,"EFNA5/HLA-DRB1",2
"GO:0099054","GO:0099054","presynapse assembly","2/72","49/18903",0.0149905470013871,0.036332102623958,0.0168058336087437,"APP/EFNB2",2
"GO:2000404","GO:2000404","regulation of T cell migration","2/72","49/18903",0.0149905470013871,0.036332102623958,0.0168058336087437,"APP/CCR2",2
"GO:0045926","GO:0045926","negative regulation of growth","4/72","249/18903",0.0150339305093914,0.0364043642208458,0.0168392590448152,"TGFB2/WNT11/SPP1/CDH1",4
"GO:0071333","GO:0071333","cellular response to glucose stimulus","3/72","136/18903",0.0151411977487344,0.0365980482521212,0.0169288498300217,"EFNA5/ICAM1/HLA-DRB1",3
"GO:0099024","GO:0099024","plasma membrane invagination","3/72","136/18903",0.0151411977487344,0.0365980482521212,0.0169288498300217,"THBS1/ITGB2/CD36",3
"GO:0071695","GO:0071695","anatomical structure maturation","4/72","250/18903",0.0152353624915252,0.0367925090591919,0.0170187999218421,"TGFB2/IGF1/APP/CDH5",4
"GO:0030900","GO:0030900","forebrain development","5/72","383/18903",0.0153723997082103,0.0370900615261944,0.0171564362514009,"APP/CDH1/EGFR/NOTCH1/NOTCH3",5
"GO:0002269","GO:0002269","leukocyte activation involved in inflammatory response","2/72","50/18903",0.0155770966576394,0.0373822453778592,0.0172915892659419,"APP/ITGB2",2
"GO:0006692","GO:0006692","prostanoid metabolic process","2/72","50/18903",0.0155770966576394,0.0373822453778592,0.0172915892659419,"IL1B/CD74",2
"GO:0006693","GO:0006693","prostaglandin metabolic process","2/72","50/18903",0.0155770966576394,0.0373822453778592,0.0172915892659419,"IL1B/CD74",2
"GO:0042304","GO:0042304","regulation of fatty acid biosynthetic process","2/72","50/18903",0.0155770966576394,0.0373822453778592,0.0172915892659419,"IL1B/CD74",2
"GO:1902041","GO:1902041","regulation of extrinsic apoptotic signaling pathway via death domain receptors","2/72","50/18903",0.0155770966576394,0.0373822453778592,0.0172915892659419,"THBS1/ICAM1",2
"GO:1904707","GO:1904707","positive regulation of vascular associated smooth muscle cell proliferation","2/72","50/18903",0.0155770966576394,0.0373822453778592,0.0172915892659419,"IGF1/IL10",2
"GO:0071331","GO:0071331","cellular response to hexose stimulus","3/72","138/18903",0.0157393836342648,0.0377379502151317,0.0174561246458757,"EFNA5/ICAM1/HLA-DRB1",3
"GO:0097305","GO:0097305","response to alcohol","4/72","253/18903",0.0158498959775395,0.0379689918819093,0.017562995636766,"CCL7/TNFSF4/CDH1/EFNA5",4
"GO:0015833","GO:0015833","peptide transport","4/72","254/18903",0.0160581676565543,0.0384335984143935,0.0177779047533476,"IL1B/EFNA5/HLA-DRB1/CD74",4
"GO:0022602","GO:0022602","ovulation cycle process","2/72","51/18903",0.0161733944478135,0.038537493164728,0.0178259624698253,"TGFB2/FZD4",2
"GO:0035315","GO:0035315","hair cell differentiation","2/72","51/18903",0.0161733944478135,0.038537493164728,0.0178259624698253,"JAG1/NOTCH1",2
"GO:0043277","GO:0043277","apoptotic cell clearance","2/72","51/18903",0.0161733944478135,0.038537493164728,0.0178259624698253,"THBS1/CD36",2
"GO:0045058","GO:0045058","T cell selection","2/72","51/18903",0.0161733944478135,0.038537493164728,0.0178259624698253,"CD74/CD4",2
"GO:1903793","GO:1903793","positive regulation of anion transport","2/72","51/18903",0.0161733944478135,0.038537493164728,0.0178259624698253,"IL1A/IL1B",2
"GO:0071326","GO:0071326","cellular response to monosaccharide stimulus","3/72","140/18903",0.0163507715683454,0.0389255724204708,0.0180054730108618,"EFNA5/ICAM1/HLA-DRB1",3
"GO:0050878","GO:0050878","regulation of body fluid levels","5/72","390/18903",0.0164992136912724,0.039244140366741,0.0181528302930292,"CD40LG/FN1/THBS1/CD36/CD40",5
"GO:0001889","GO:0001889","liver development","3/72","141/18903",0.0166614252991058,0.0395248488748902,0.0182826752549171,"IL10/NOTCH1/NOTCH2",3
"GO:0045667","GO:0045667","regulation of osteoblast differentiation","3/72","141/18903",0.0166614252991058,0.0395248488748902,0.0182826752549171,"IGF1/JAG1/NOTCH1",3
"GO:0090090","GO:0090090","negative regulation of canonical Wnt signaling pathway","3/72","141/18903",0.0166614252991058,0.0395248488748902,0.0182826752549171,"WNT11/FZD4/NOTCH1",3
"GO:0006898","GO:0006898","receptor-mediated endocytosis","4/72","257/18903",0.0166933244758993,0.0395655384883725,0.0183014967054912,"EGF/EFNB2/ITGB2/CD36",4
"GO:0006636","GO:0006636","unsaturated fatty acid biosynthetic process","2/72","52/18903",0.0167793597775902,0.0396643368134577,0.0183471970116196,"IL1B/CD74",2
"GO:0043303","GO:0043303","mast cell degranulation","2/72","52/18903",0.0167793597775902,0.0396643368134577,0.0183471970116196,"LGALS9/KIT",2
"GO:0099172","GO:0099172","presynapse organization","2/72","52/18903",0.0167793597775902,0.0396643368134577,0.0183471970116196,"APP/EFNB2",2
"GO:0014074","GO:0014074","response to purine-containing compound","3/72","142/18903",0.0169753899546907,0.0400219431005581,0.018512611929128,"IL1B/COL1A1/APP",3
"GO:0035107","GO:0035107","appendage morphogenesis","3/72","142/18903",0.0169753899546907,0.0400219431005581,0.018512611929128,"TGFB2/NOTCH1/NOTCH2",3
"GO:0035108","GO:0035108","limb morphogenesis","3/72","142/18903",0.0169753899546907,0.0400219431005581,0.018512611929128,"TGFB2/NOTCH1/NOTCH2",3
"GO:0001701","GO:0001701","in utero embryonic development","5/72","393/18903",0.0169985968046016,0.0400414707873099,0.0185216446861284,"IGF1/IL10/EGFR/NOTCH1/NOTCH2",5
"GO:0010324","GO:0010324","membrane invagination","3/72","143/18903",0.017292668611247,0.0406627781629936,0.0188090375872136,"THBS1/ITGB2/CD36",3
"GO:0033135","GO:0033135","regulation of peptidyl-serine phosphorylation","3/72","143/18903",0.017292668611247,0.0406627781629936,0.0188090375872136,"APP/EGFR/CD44",3
"GO:0007632","GO:0007632","visual behavior","2/72","53/18903",0.0173949125101585,0.0407603059080832,0.0188541501718932,"APP/KIT",2
"GO:0051155","GO:0051155","positive regulation of striated muscle cell differentiation","2/72","53/18903",0.0173949125101585,0.0407603059080832,0.0188541501718932,"IGF1/EFNB2",2
"GO:0060071","GO:0060071","Wnt signaling pathway, planar cell polarity pathway","2/72","53/18903",0.0173949125101585,0.0407603059080832,0.0188541501718932,"WNT11/FZD7",2
"GO:0071622","GO:0071622","regulation of granulocyte chemotaxis","2/72","53/18903",0.0173949125101585,0.0407603059080832,0.0188541501718932,"THBS1/CD74",2
"GO:0030177","GO:0030177","positive regulation of Wnt signaling pathway","3/72","144/18903",0.0176132641585358,0.0411999893089376,0.0190575308061429,"EGF/COL1A1/EGFR",3
"GO:0061008","GO:0061008","hepaticobiliary system development","3/72","144/18903",0.0176132641585358,0.0411999893089376,0.0190575308061429,"IL10/NOTCH1/NOTCH2",3
"GO:0031644","GO:0031644","regulation of nervous system process","3/72","145/18903",0.0179371793016712,0.0419211254933656,0.0193911006754725,"IL10/IL1A/APP",3
"GO:0002279","GO:0002279","mast cell activation involved in immune response","2/72","54/18903",0.0180199729639786,0.0420048544416635,0.0194298304673564,"LGALS9/KIT",2
"GO:0014009","GO:0014009","glial cell proliferation","2/72","54/18903",0.0180199729639786,0.0420048544416635,0.0194298304673564,"IL1B/NOTCH1",2
"GO:1902743","GO:1902743","regulation of lamellipodium organization","2/72","54/18903",0.0180199729639786,0.0420048544416635,0.0194298304673564,"CD44/EPHA2",2
"GO:0035264","GO:0035264","multicellular organism growth","3/72","147/18903",0.0185949782830598,0.0430351859896996,0.0199064222225144,"IGF1/APP/NOTCH2",3
"GO:0106106","GO:0106106","cold-induced thermogenesis","3/72","147/18903",0.0185949782830598,0.0430351859896996,0.0199064222225144,"CCR2/CD36/NOTCH1",3
"GO:0120161","GO:0120161","regulation of cold-induced thermogenesis","3/72","147/18903",0.0185949782830598,0.0430351859896996,0.0199064222225144,"CCR2/CD36/NOTCH1",3
"GO:0002043","GO:0002043","blood vessel endothelial cell proliferation involved in sprouting angiogenesis","2/72","55/18903",0.0186544619105556,0.0430351859896996,0.0199064222225144,"THBS1/EPHA2",2
"GO:0002448","GO:0002448","mast cell mediated immunity","2/72","55/18903",0.0186544619105556,0.0430351859896996,0.0199064222225144,"LGALS9/KIT",2
"GO:0003229","GO:0003229","ventricular cardiac muscle tissue development","2/72","55/18903",0.0186544619105556,0.0430351859896996,0.0199064222225144,"TGFB2/NOTCH1",2
"GO:0006584","GO:0006584","catecholamine metabolic process","2/72","55/18903",0.0186544619105556,0.0430351859896996,0.0199064222225144,"TGFB2/ITGB2",2
"GO:0009712","GO:0009712","catechol-containing compound metabolic process","2/72","55/18903",0.0186544619105556,0.0430351859896996,0.0199064222225144,"TGFB2/ITGB2",2
"GO:0010518","GO:0010518","positive regulation of phospholipase activity","2/72","55/18903",0.0186544619105556,0.0430351859896996,0.0199064222225144,"EGFR/KIT",2
"GO:0043616","GO:0043616","keratinocyte proliferation","2/72","55/18903",0.0186544619105556,0.0430351859896996,0.0199064222225144,"EFNB2/NOTCH2",2
"GO:1902991","GO:1902991","regulation of amyloid precursor protein catabolic process","2/72","55/18903",0.0186544619105556,0.0430351859896996,0.0199064222225144,"IGF1/EFNA1",2
"GO:2000179","GO:2000179","positive regulation of neural precursor cell proliferation","2/72","55/18903",0.0186544619105556,0.0430351859896996,0.0199064222225144,"EGF/NOTCH1",2
"GO:0050796","GO:0050796","regulation of insulin secretion","3/72","149/18903",0.0192660835687558,0.0442541371241649,0.0204702621454344,"IL1B/EFNA5/HLA-DRB1",3
"GO:2000377","GO:2000377","regulation of reactive oxygen species metabolic process","3/72","149/18903",0.0192660835687558,0.0442541371241649,0.0204702621454344,"THBS1/ITGB2/CD36",3
"GO:0032970","GO:0032970","regulation of actin filament-based process","5/72","406/18903",0.0192790448911172,0.0442541371241649,0.0204702621454344,"WNT11/IL1A/EFNA5/EPHA3/NOTCH2",5
"GO:0034205","GO:0034205","amyloid-beta formation","2/72","56/18903",0.0192983005722225,0.0442541371241649,0.0204702621454344,"IGF1/EFNA1",2
"GO:0043470","GO:0043470","regulation of carbohydrate catabolic process","2/72","56/18903",0.0192983005722225,0.0442541371241649,0.0204702621454344,"IGF1/APP",2
"GO:0071715","GO:0071715","icosanoid transport","2/72","56/18903",0.0192983005722225,0.0442541371241649,0.0204702621454344,"IL1A/IL1B",2
"GO:2000630","GO:2000630","positive regulation of miRNA metabolic process","2/72","56/18903",0.0192983005722225,0.0442541371241649,0.0204702621454344,"TGFB2/IL10",2
"GO:0034614","GO:0034614","cellular response to reactive oxygen species","3/72","150/18903",0.0196066309254958,0.044922793145265,0.020779556709209,"IL10/EGFR/CD36",3
"GO:0042692","GO:0042692","muscle cell differentiation","5/72","409/18903",0.0198326001959609,0.0454017630765897,0.0210011097817836,"IGF1/EFNB2/FZD7/KIT/NOTCH1",5
"GO:0008347","GO:0008347","glial cell migration","2/72","57/18903",0.0199514106199337,0.0454411160384397,0.0210193129487104,"TGFB2/CCR2",2
"GO:0010332","GO:0010332","response to gamma radiation","2/72","57/18903",0.0199514106199337,0.0454411160384397,0.0210193129487104,"CCL7/IL1A",2
"GO:0038066","GO:0038066","p38MAPK cascade","2/72","57/18903",0.0199514106199337,0.0454411160384397,0.0210193129487104,"IL1B/LGALS9",2
"GO:0043388","GO:0043388","positive regulation of DNA binding","2/72","57/18903",0.0199514106199337,0.0454411160384397,0.0210193129487104,"EGF/IGF1",2
